GENERATION_PROJECT,timepoint,gen_max_capacity_factor
PV-BOLIVAR,199,0.093534263
PV-BOLIVAR,200,0.395539275
PV-BOLIVAR,201,0.639580407
PV-BOLIVAR,202,0.781697396
PV-BOLIVAR,203,0.843126747
PV-BOLIVAR,204,0.867879757
PV-BOLIVAR,205,0.854001914
PV-BOLIVAR,206,0.811008419
PV-BOLIVAR,207,0.720842281
PV-BOLIVAR,208,0.563387899
PV-BOLIVAR,209,0.32900023
PV-BOLIVAR,210,0.054700512
PV-BOLIVAR,211,0
PV-BOLIVAR,212,0
PV-BOLIVAR,213,0
PV-BOLIVAR,214,0
PV-BOLIVAR,215,0
PV-BOLIVAR,216,0
PV-BOLIVAR,217,0
PV-BOLIVAR,218,0
PV-BOLIVAR,219,0
PV-BOLIVAR,220,0
PV-BOLIVAR,221,0
PV-BOLIVAR,222,0
PV-BOLIVAR,223,0.103780532
PV-BOLIVAR,224,0.426044864
PV-BOLIVAR,225,0.671382021
PV-BOLIVAR,226,0.809614864
PV-BOLIVAR,227,0.866469136
PV-BOLIVAR,228,0.880505434
PV-BOLIVAR,229,0.865142194
PV-BOLIVAR,230,0.816872291
PV-BOLIVAR,231,0.723441003
PV-BOLIVAR,232,0.563036698
PV-BOLIVAR,233,0.332557044
PV-BOLIVAR,234,0.054555993
PV-BOLIVAR,235,0
PV-BOLIVAR,236,0
PV-BOLIVAR,237,0
PV-BOLIVAR,238,0
PV-BOLIVAR,239,0
PV-BOLIVAR,240,0
PV-BOLIVAR,241,0
PV-BOLIVAR,242,0
PV-BOLIVAR,243,0
PV-BOLIVAR,244,0
PV-BOLIVAR,245,0
PV-BOLIVAR,246,0
PV-BOLIVAR,247,0.090150407
PV-BOLIVAR,248,0.389031064
PV-BOLIVAR,249,0.60822861
PV-BOLIVAR,250,0.745566456
PV-BOLIVAR,251,0.820192025
PV-BOLIVAR,252,0.840913598
PV-BOLIVAR,253,0.830439343
PV-BOLIVAR,254,0.78073867
PV-BOLIVAR,255,0.68931946
PV-BOLIVAR,256,0.535807518
PV-BOLIVAR,257,0.311500068
PV-BOLIVAR,258,0.048229595
PV-BOLIVAR,259,0
PV-BOLIVAR,260,0
PV-BOLIVAR,261,0
PV-BOLIVAR,262,0
PV-BOLIVAR,263,0
PV-BOLIVAR,264,0
PV-BOLIVAR,265,0
PV-BOLIVAR,266,0
PV-BOLIVAR,267,0
PV-BOLIVAR,268,0
PV-BOLIVAR,269,0
PV-BOLIVAR,270,0
PV-BOLIVAR,271,0.080833942
PV-BOLIVAR,272,0.367014814
PV-BOLIVAR,273,0.592704452
PV-BOLIVAR,274,0.734693027
PV-BOLIVAR,275,0.802360365
PV-BOLIVAR,276,0.823119331
PV-BOLIVAR,277,0.812187424
PV-BOLIVAR,278,0.757756316
PV-BOLIVAR,279,0.655223992
PV-BOLIVAR,280,0.493112563
PV-BOLIVAR,281,0.269114122
PV-BOLIVAR,282,0.04096641
PV-BOLIVAR,283,0
PV-BOLIVAR,284,0
PV-BOLIVAR,285,0
PV-BOLIVAR,286,0
PV-BOLIVAR,287,0
PV-BOLIVAR,288,0
PV-BOLIVAR,289,0
PV-BOLIVAR,290,0
PV-BOLIVAR,291,0
PV-BOLIVAR,292,0
PV-BOLIVAR,293,0
PV-BOLIVAR,294,0
PV-BOLIVAR,295,0.093534263
PV-BOLIVAR,296,0.395539275
PV-BOLIVAR,297,0.639580407
PV-BOLIVAR,298,0.781697396
PV-BOLIVAR,299,0.843126747
PV-BOLIVAR,300,0.867879757
PV-BOLIVAR,301,0.854001914
PV-BOLIVAR,302,0.811008419
PV-BOLIVAR,303,0.720842281
PV-BOLIVAR,304,0.563387899
PV-BOLIVAR,305,0.32900023
PV-BOLIVAR,306,0.054700512
PV-BOLIVAR,307,0
PV-BOLIVAR,308,0
PV-BOLIVAR,309,0
PV-BOLIVAR,310,0
PV-BOLIVAR,311,0
PV-BOLIVAR,312,0
PV-BOLIVAR,313,0
PV-BOLIVAR,314,0
PV-BOLIVAR,315,0
PV-BOLIVAR,316,0
PV-BOLIVAR,317,0
PV-BOLIVAR,318,0
PV-BOLIVAR,319,0.103780532
PV-BOLIVAR,320,0.426044864
PV-BOLIVAR,321,0.671382021
PV-BOLIVAR,322,0.809614864
PV-BOLIVAR,323,0.866469136
PV-BOLIVAR,324,0.880505434
PV-BOLIVAR,325,0.865142194
PV-BOLIVAR,326,0.816872291
PV-BOLIVAR,327,0.723441003
PV-BOLIVAR,328,0.563036698
PV-BOLIVAR,329,0.332557044
PV-BOLIVAR,330,0.054555993
PV-BOLIVAR,331,0
PV-BOLIVAR,332,0
PV-BOLIVAR,333,0
PV-BOLIVAR,334,0
PV-BOLIVAR,335,0
PV-BOLIVAR,336,0
PV-BOLIVAR,337,0
PV-BOLIVAR,338,0
PV-BOLIVAR,339,0
PV-BOLIVAR,340,0
PV-BOLIVAR,341,0
PV-BOLIVAR,342,0
PV-BOLIVAR,343,0.090150407
PV-BOLIVAR,344,0.389031064
PV-BOLIVAR,345,0.60822861
PV-BOLIVAR,346,0.745566456
PV-BOLIVAR,347,0.820192025
PV-BOLIVAR,348,0.840913598
PV-BOLIVAR,349,0.830439343
PV-BOLIVAR,350,0.78073867
PV-BOLIVAR,351,0.68931946
PV-BOLIVAR,352,0.535807518
PV-BOLIVAR,353,0.311500068
PV-BOLIVAR,354,0.048229595
PV-BOLIVAR,355,0
PV-BOLIVAR,356,0
PV-BOLIVAR,357,0
PV-BOLIVAR,358,0
PV-BOLIVAR,359,0
PV-BOLIVAR,360,0
PV-BOLIVAR,361,0
PV-BOLIVAR,362,0
PV-BOLIVAR,363,0
PV-BOLIVAR,364,0
PV-BOLIVAR,365,0
PV-BOLIVAR,366,0
PV-BOLIVAR,367,0.080833942
PV-BOLIVAR,368,0.367014814
PV-BOLIVAR,369,0.592704452
PV-BOLIVAR,370,0.734693027
PV-BOLIVAR,371,0.802360365
PV-BOLIVAR,372,0.823119331
PV-BOLIVAR,373,0.812187424
PV-BOLIVAR,374,0.757756316
PV-BOLIVAR,375,0.655223992
PV-BOLIVAR,376,0.493112563
PV-BOLIVAR,377,0.269114122
PV-BOLIVAR,378,0.04096641
PV-BOLIVAR,379,0
PV-BOLIVAR,380,0
PV-BOLIVAR,381,0
PV-BOLIVAR,382,0
PV-BOLIVAR,383,0
PV-BOLIVAR,384,0
PV-BOLIVAR,385,0
PV-BOLIVAR,386,0
PV-BOLIVAR,387,0
PV-BOLIVAR,388,0
PV-BOLIVAR,389,0
PV-BOLIVAR,390,0
PV-BOLIVAR,391,0.093534263
PV-BOLIVAR,392,0.395539275
PV-BOLIVAR,393,0.639580407
PV-BOLIVAR,394,0.781697396
PV-BOLIVAR,395,0.843126747
PV-BOLIVAR,396,0.867879757
PV-BOLIVAR,397,0.854001914
PV-BOLIVAR,398,0.811008419
PV-BOLIVAR,399,0.720842281
PV-BOLIVAR,400,0.563387899
PV-BOLIVAR,401,0.32900023
PV-BOLIVAR,402,0.054700512
PV-BOLIVAR,403,0
PV-BOLIVAR,404,0
PV-BOLIVAR,405,0
PV-BOLIVAR,406,0
PV-BOLIVAR,407,0
PV-BOLIVAR,408,0
PV-BOLIVAR,409,0
PV-BOLIVAR,410,0
PV-BOLIVAR,411,0
PV-BOLIVAR,412,0
PV-BOLIVAR,413,0
PV-BOLIVAR,414,0
PV-BOLIVAR,415,0.103780532
PV-BOLIVAR,416,0.426044864
PV-BOLIVAR,417,0.671382021
PV-BOLIVAR,418,0.809614864
PV-BOLIVAR,419,0.866469136
PV-BOLIVAR,420,0.880505434
PV-BOLIVAR,421,0.865142194
PV-BOLIVAR,422,0.816872291
PV-BOLIVAR,423,0.723441003
PV-BOLIVAR,424,0.563036698
PV-BOLIVAR,425,0.332557044
PV-BOLIVAR,426,0.054555993
PV-BOLIVAR,427,0
PV-BOLIVAR,428,0
PV-BOLIVAR,429,0
PV-BOLIVAR,430,0
PV-BOLIVAR,431,0
PV-BOLIVAR,432,0
PV-BOLIVAR,433,0
PV-BOLIVAR,434,0
PV-BOLIVAR,435,0
PV-BOLIVAR,436,0
PV-BOLIVAR,437,0
PV-BOLIVAR,438,0
PV-BOLIVAR,439,0.090150407
PV-BOLIVAR,440,0.389031064
PV-BOLIVAR,441,0.60822861
PV-BOLIVAR,442,0.745566456
PV-BOLIVAR,443,0.820192025
PV-BOLIVAR,444,0.840913598
PV-BOLIVAR,445,0.830439343
PV-BOLIVAR,446,0.78073867
PV-BOLIVAR,447,0.68931946
PV-BOLIVAR,448,0.535807518
PV-BOLIVAR,449,0.311500068
PV-BOLIVAR,450,0.048229595
PV-BOLIVAR,451,0
PV-BOLIVAR,452,0
PV-BOLIVAR,453,0
PV-BOLIVAR,454,0
PV-BOLIVAR,455,0
PV-BOLIVAR,456,0
PV-BOLIVAR,457,0
PV-BOLIVAR,458,0
PV-BOLIVAR,459,0
PV-BOLIVAR,460,0
PV-BOLIVAR,461,0
PV-BOLIVAR,462,0
PV-BOLIVAR,463,0.080833942
PV-BOLIVAR,464,0.367014814
PV-BOLIVAR,465,0.592704452
PV-BOLIVAR,466,0.734693027
PV-BOLIVAR,467,0.802360365
PV-BOLIVAR,468,0.823119331
PV-BOLIVAR,469,0.812187424
PV-BOLIVAR,470,0.757756316
PV-BOLIVAR,471,0.655223992
PV-BOLIVAR,472,0.493112563
PV-BOLIVAR,473,0.269114122
PV-BOLIVAR,474,0.04096641
PV-BOLIVAR,475,0
PV-BOLIVAR,476,0
PV-BOLIVAR,477,0
PV-BOLIVAR,478,0
PV-BOLIVAR,479,0
PV-BOLIVAR,480,0
PV-BOLIVAR,481,0
PV-BOLIVAR,482,0
PV-BOLIVAR,483,0
PV-BOLIVAR,484,0
PV-BOLIVAR,485,0
PV-BOLIVAR,486,0
PV-BOLIVAR,487,0.093534263
PV-BOLIVAR,488,0.395539275
PV-BOLIVAR,489,0.639580407
PV-BOLIVAR,490,0.781697396
PV-BOLIVAR,491,0.843126747
PV-BOLIVAR,492,0.867879757
PV-BOLIVAR,493,0.854001914
PV-BOLIVAR,494,0.811008419
PV-BOLIVAR,495,0.720842281
PV-BOLIVAR,496,0.563387899
PV-BOLIVAR,497,0.32900023
PV-BOLIVAR,498,0.054700512
PV-BOLIVAR,499,0
PV-BOLIVAR,500,0
PV-BOLIVAR,501,0
PV-BOLIVAR,502,0
PV-BOLIVAR,503,0
PV-BOLIVAR,504,0
PV-BOLIVAR,505,0
PV-BOLIVAR,506,0
PV-BOLIVAR,507,0
PV-BOLIVAR,508,0
PV-BOLIVAR,509,0
PV-BOLIVAR,510,0
PV-BOLIVAR,511,0.103780532
PV-BOLIVAR,512,0.426044864
PV-BOLIVAR,513,0.671382021
PV-BOLIVAR,514,0.809614864
PV-BOLIVAR,515,0.866469136
PV-BOLIVAR,516,0.880505434
PV-BOLIVAR,517,0.865142194
PV-BOLIVAR,518,0.816872291
PV-BOLIVAR,519,0.723441003
PV-BOLIVAR,520,0.563036698
PV-BOLIVAR,521,0.332557044
PV-BOLIVAR,522,0.054555993
PV-BOLIVAR,523,0
PV-BOLIVAR,524,0
PV-BOLIVAR,525,0
PV-BOLIVAR,526,0
PV-BOLIVAR,527,0
PV-BOLIVAR,528,0
PV-BOLIVAR,529,0
PV-BOLIVAR,530,0
PV-BOLIVAR,531,0
PV-BOLIVAR,532,0
PV-BOLIVAR,533,0
PV-BOLIVAR,534,0
PV-BOLIVAR,535,0.090150407
PV-BOLIVAR,536,0.389031064
PV-BOLIVAR,537,0.60822861
PV-BOLIVAR,538,0.745566456
PV-BOLIVAR,539,0.820192025
PV-BOLIVAR,540,0.840913598
PV-BOLIVAR,541,0.830439343
PV-BOLIVAR,542,0.78073867
PV-BOLIVAR,543,0.68931946
PV-BOLIVAR,544,0.535807518
PV-BOLIVAR,545,0.311500068
PV-BOLIVAR,546,0.048229595
PV-BOLIVAR,547,0
PV-BOLIVAR,548,0
PV-BOLIVAR,549,0
PV-BOLIVAR,550,0
PV-BOLIVAR,551,0
PV-BOLIVAR,552,0
PV-BOLIVAR,553,0
PV-BOLIVAR,554,0
PV-BOLIVAR,555,0
PV-BOLIVAR,556,0
PV-BOLIVAR,557,0
PV-BOLIVAR,558,0
PV-BOLIVAR,559,0.080833942
PV-BOLIVAR,560,0.367014814
PV-BOLIVAR,561,0.592704452
PV-BOLIVAR,562,0.734693027
PV-BOLIVAR,563,0.802360365
PV-BOLIVAR,564,0.823119331
PV-BOLIVAR,565,0.812187424
PV-BOLIVAR,566,0.757756316
PV-BOLIVAR,567,0.655223992
PV-BOLIVAR,568,0.493112563
PV-BOLIVAR,569,0.269114122
PV-BOLIVAR,570,0.04096641
PV-BOLIVAR,571,0
PV-BOLIVAR,572,0
PV-BOLIVAR,573,0
PV-BOLIVAR,574,0
PV-BOLIVAR,575,0
PV-BOLIVAR,576,0
PV-ATLANTICO,1,0
PV-ATLANTICO,2,0
PV-ATLANTICO,3,0
PV-ATLANTICO,4,0
PV-ATLANTICO,5,0
PV-ATLANTICO,6,0
PV-ATLANTICO,7,0.093534263
PV-ATLANTICO,8,0.395539275
PV-ATLANTICO,9,0.639580407
PV-ATLANTICO,10,0.781697396
PV-ATLANTICO,11,0.843126747
PV-ATLANTICO,12,0.867879757
PV-ATLANTICO,13,0.854001914
PV-ATLANTICO,14,0.811008419
PV-ATLANTICO,15,0.720842281
PV-ATLANTICO,16,0.563387899
PV-ATLANTICO,17,0.32900023
PV-ATLANTICO,18,0.054700512
PV-ATLANTICO,19,0
PV-ATLANTICO,20,0
PV-ATLANTICO,21,0
PV-ATLANTICO,22,0
PV-ATLANTICO,23,0
PV-ATLANTICO,24,0
PV-ATLANTICO,25,0
PV-ATLANTICO,26,0
PV-ATLANTICO,27,0
PV-ATLANTICO,28,0
PV-ATLANTICO,29,0
PV-ATLANTICO,30,0
PV-ATLANTICO,31,0.103780532
PV-ATLANTICO,32,0.426044864
PV-ATLANTICO,33,0.671382021
PV-ATLANTICO,34,0.809614864
PV-ATLANTICO,35,0.866469136
PV-ATLANTICO,36,0.880505434
PV-ATLANTICO,37,0.865142194
PV-ATLANTICO,38,0.816872291
PV-ATLANTICO,39,0.723441003
PV-ATLANTICO,40,0.563036698
PV-ATLANTICO,41,0.332557044
PV-ATLANTICO,42,0.054555993
PV-ATLANTICO,43,0
PV-ATLANTICO,44,0
PV-ATLANTICO,45,0
PV-ATLANTICO,46,0
PV-ATLANTICO,47,0
PV-ATLANTICO,48,0
PV-ATLANTICO,49,0
PV-ATLANTICO,50,0
PV-ATLANTICO,51,0
PV-ATLANTICO,52,0
PV-ATLANTICO,53,0
PV-ATLANTICO,54,0
PV-ATLANTICO,55,0.090150407
PV-ATLANTICO,56,0.389031064
PV-ATLANTICO,57,0.60822861
PV-ATLANTICO,58,0.745566456
PV-ATLANTICO,59,0.820192025
PV-ATLANTICO,60,0.840913598
PV-ATLANTICO,61,0.830439343
PV-ATLANTICO,62,0.78073867
PV-ATLANTICO,63,0.68931946
PV-ATLANTICO,64,0.535807518
PV-ATLANTICO,65,0.311500068
PV-ATLANTICO,66,0.048229595
PV-ATLANTICO,67,0
PV-ATLANTICO,68,0
PV-ATLANTICO,69,0
PV-ATLANTICO,70,0
PV-ATLANTICO,71,0
PV-ATLANTICO,72,0
PV-ATLANTICO,73,0
PV-ATLANTICO,74,0
PV-ATLANTICO,75,0
PV-ATLANTICO,76,0
PV-ATLANTICO,77,0
PV-ATLANTICO,78,0
PV-ATLANTICO,79,0.080833942
PV-ATLANTICO,80,0.367014814
PV-ATLANTICO,81,0.592704452
PV-ATLANTICO,82,0.734693027
PV-ATLANTICO,83,0.802360365
PV-ATLANTICO,84,0.823119331
PV-ATLANTICO,85,0.812187424
PV-ATLANTICO,86,0.757756316
PV-ATLANTICO,87,0.655223992
PV-ATLANTICO,88,0.493112563
PV-ATLANTICO,89,0.269114122
PV-ATLANTICO,90,0.04096641
PV-ATLANTICO,91,0
PV-ATLANTICO,92,0
PV-ATLANTICO,93,0
PV-ATLANTICO,94,0
PV-ATLANTICO,95,0
PV-ATLANTICO,96,0
PV-ATLANTICO,97,0
PV-ATLANTICO,98,0
PV-ATLANTICO,99,0
PV-ATLANTICO,100,0
PV-ATLANTICO,101,0
PV-ATLANTICO,102,0
PV-ATLANTICO,103,0.093534263
PV-ATLANTICO,104,0.395539275
PV-ATLANTICO,105,0.639580407
PV-ATLANTICO,106,0.781697396
PV-ATLANTICO,107,0.843126747
PV-ATLANTICO,108,0.867879757
PV-ATLANTICO,109,0.854001914
PV-ATLANTICO,110,0.811008419
PV-ATLANTICO,111,0.720842281
PV-ATLANTICO,112,0.563387899
PV-ATLANTICO,113,0.32900023
PV-ATLANTICO,114,0.054700512
PV-ATLANTICO,115,0
PV-ATLANTICO,116,0
PV-ATLANTICO,117,0
PV-ATLANTICO,118,0
PV-ATLANTICO,119,0
PV-ATLANTICO,120,0
PV-ATLANTICO,121,0
PV-ATLANTICO,122,0
PV-ATLANTICO,123,0
PV-ATLANTICO,124,0
PV-ATLANTICO,125,0
PV-ATLANTICO,126,0
PV-ATLANTICO,127,0.103780532
PV-ATLANTICO,128,0.426044864
PV-ATLANTICO,129,0.671382021
PV-ATLANTICO,130,0.809614864
PV-ATLANTICO,131,0.866469136
PV-ATLANTICO,132,0.880505434
PV-ATLANTICO,133,0.865142194
PV-ATLANTICO,134,0.816872291
PV-ATLANTICO,135,0.723441003
PV-ATLANTICO,136,0.563036698
PV-ATLANTICO,137,0.332557044
PV-ATLANTICO,138,0.054555993
PV-ATLANTICO,139,0
PV-ATLANTICO,140,0
PV-ATLANTICO,141,0
PV-ATLANTICO,142,0
PV-ATLANTICO,143,0
PV-ATLANTICO,144,0
PV-ATLANTICO,145,0
PV-ATLANTICO,146,0
PV-ATLANTICO,147,0
PV-ATLANTICO,148,0
PV-ATLANTICO,149,0
PV-ATLANTICO,150,0
PV-ATLANTICO,151,0.090150407
PV-ATLANTICO,152,0.389031064
PV-ATLANTICO,153,0.60822861
PV-ATLANTICO,154,0.745566456
PV-ATLANTICO,155,0.820192025
PV-ATLANTICO,156,0.840913598
PV-ATLANTICO,157,0.830439343
PV-ATLANTICO,158,0.78073867
PV-ATLANTICO,159,0.68931946
PV-ATLANTICO,160,0.535807518
PV-ATLANTICO,161,0.311500068
PV-ATLANTICO,162,0.048229595
PV-ATLANTICO,163,0
PV-ATLANTICO,164,0
PV-ATLANTICO,165,0
PV-ATLANTICO,166,0
PV-ATLANTICO,167,0
PV-ATLANTICO,168,0
PV-ATLANTICO,169,0
PV-ATLANTICO,170,0
PV-ATLANTICO,171,0
PV-ATLANTICO,172,0
PV-ATLANTICO,173,0
PV-ATLANTICO,174,0
PV-ATLANTICO,175,0.080833942
PV-ATLANTICO,176,0.367014814
PV-ATLANTICO,177,0.592704452
PV-ATLANTICO,178,0.734693027
PV-ATLANTICO,179,0.802360365
PV-ATLANTICO,180,0.823119331
PV-ATLANTICO,181,0.812187424
PV-ATLANTICO,182,0.757756316
PV-ATLANTICO,183,0.655223992
PV-ATLANTICO,184,0.493112563
PV-ATLANTICO,185,0.269114122
PV-ATLANTICO,186,0.04096641
PV-ATLANTICO,187,0
PV-ATLANTICO,188,0
PV-ATLANTICO,189,0
PV-ATLANTICO,190,0
PV-ATLANTICO,191,0
PV-ATLANTICO,192,0
PV-ATLANTICO,193,0
PV-ATLANTICO,194,0
PV-ATLANTICO,195,0
PV-ATLANTICO,196,0
PV-ATLANTICO,197,0
PV-ATLANTICO,198,0
PV-ATLANTICO,199,0.093534263
PV-ATLANTICO,200,0.395539275
PV-ATLANTICO,201,0.639580407
PV-ATLANTICO,202,0.781697396
PV-ATLANTICO,203,0.843126747
PV-ATLANTICO,204,0.867879757
PV-ATLANTICO,205,0.854001914
PV-ATLANTICO,206,0.811008419
PV-ATLANTICO,207,0.720842281
PV-ATLANTICO,208,0.563387899
PV-ATLANTICO,209,0.32900023
PV-ATLANTICO,210,0.054700512
PV-ATLANTICO,211,0
PV-ATLANTICO,212,0
PV-ATLANTICO,213,0
PV-ATLANTICO,214,0
PV-ATLANTICO,215,0
PV-ATLANTICO,216,0
PV-ATLANTICO,217,0
PV-ATLANTICO,218,0
PV-ATLANTICO,219,0
PV-ATLANTICO,220,0
PV-ATLANTICO,221,0
PV-ATLANTICO,222,0
PV-ATLANTICO,223,0.103780532
PV-ATLANTICO,224,0.426044864
PV-ATLANTICO,225,0.671382021
PV-ATLANTICO,226,0.809614864
PV-ATLANTICO,227,0.866469136
PV-ATLANTICO,228,0.880505434
PV-ATLANTICO,229,0.865142194
PV-ATLANTICO,230,0.816872291
PV-ATLANTICO,231,0.723441003
PV-ATLANTICO,232,0.563036698
PV-ATLANTICO,233,0.332557044
PV-ATLANTICO,234,0.054555993
PV-ATLANTICO,235,0
PV-ATLANTICO,236,0
PV-ATLANTICO,237,0
PV-ATLANTICO,238,0
PV-ATLANTICO,239,0
PV-ATLANTICO,240,0
PV-ATLANTICO,241,0
PV-ATLANTICO,242,0
PV-ATLANTICO,243,0
PV-ATLANTICO,244,0
PV-ATLANTICO,245,0
PV-ATLANTICO,246,0
PV-ATLANTICO,247,0.090150407
PV-ATLANTICO,248,0.389031064
PV-ATLANTICO,249,0.60822861
PV-ATLANTICO,250,0.745566456
PV-ATLANTICO,251,0.820192025
PV-ATLANTICO,252,0.840913598
PV-ATLANTICO,253,0.830439343
PV-ATLANTICO,254,0.78073867
PV-ATLANTICO,255,0.68931946
PV-ATLANTICO,256,0.535807518
PV-ATLANTICO,257,0.311500068
PV-ATLANTICO,258,0.048229595
PV-ATLANTICO,259,0
PV-ATLANTICO,260,0
PV-ATLANTICO,261,0
PV-ATLANTICO,262,0
PV-ATLANTICO,263,0
PV-ATLANTICO,264,0
PV-ATLANTICO,265,0
PV-ATLANTICO,266,0
PV-ATLANTICO,267,0
PV-ATLANTICO,268,0
PV-ATLANTICO,269,0
PV-ATLANTICO,270,0
PV-ATLANTICO,271,0.080833942
PV-ATLANTICO,272,0.367014814
PV-ATLANTICO,273,0.592704452
PV-ATLANTICO,274,0.734693027
PV-ATLANTICO,275,0.802360365
PV-ATLANTICO,276,0.823119331
PV-ATLANTICO,277,0.812187424
PV-ATLANTICO,278,0.757756316
PV-ATLANTICO,279,0.655223992
PV-ATLANTICO,280,0.493112563
PV-ATLANTICO,281,0.269114122
PV-ATLANTICO,282,0.04096641
PV-ATLANTICO,283,0
PV-ATLANTICO,284,0
PV-ATLANTICO,285,0
PV-ATLANTICO,286,0
PV-ATLANTICO,287,0
PV-ATLANTICO,288,0
PV-ATLANTICO,289,0
PV-ATLANTICO,290,0
PV-ATLANTICO,291,0
PV-ATLANTICO,292,0
PV-ATLANTICO,293,0
PV-ATLANTICO,294,0
PV-ATLANTICO,295,0.093534263
PV-ATLANTICO,296,0.395539275
PV-ATLANTICO,297,0.639580407
PV-ATLANTICO,298,0.781697396
PV-ATLANTICO,299,0.843126747
PV-ATLANTICO,300,0.867879757
PV-ATLANTICO,301,0.854001914
PV-ATLANTICO,302,0.811008419
PV-ATLANTICO,303,0.720842281
PV-ATLANTICO,304,0.563387899
PV-ATLANTICO,305,0.32900023
PV-ATLANTICO,306,0.054700512
PV-ATLANTICO,307,0
PV-ATLANTICO,308,0
PV-ATLANTICO,309,0
PV-ATLANTICO,310,0
PV-ATLANTICO,311,0
PV-ATLANTICO,312,0
PV-ATLANTICO,313,0
PV-ATLANTICO,314,0
PV-ATLANTICO,315,0
PV-ATLANTICO,316,0
PV-ATLANTICO,317,0
PV-ATLANTICO,318,0
PV-ATLANTICO,319,0.103780532
PV-ATLANTICO,320,0.426044864
PV-ATLANTICO,321,0.671382021
PV-ATLANTICO,322,0.809614864
PV-ATLANTICO,323,0.866469136
PV-ATLANTICO,324,0.880505434
PV-ATLANTICO,325,0.865142194
PV-ATLANTICO,326,0.816872291
PV-ATLANTICO,327,0.723441003
PV-ATLANTICO,328,0.563036698
PV-ATLANTICO,329,0.332557044
PV-ATLANTICO,330,0.054555993
PV-ATLANTICO,331,0
PV-ATLANTICO,332,0
PV-ATLANTICO,333,0
PV-ATLANTICO,334,0
PV-ATLANTICO,335,0
PV-ATLANTICO,336,0
PV-ATLANTICO,337,0
PV-ATLANTICO,338,0
PV-ATLANTICO,339,0
PV-ATLANTICO,340,0
PV-ATLANTICO,341,0
PV-ATLANTICO,342,0
PV-ATLANTICO,343,0.090150407
PV-ATLANTICO,344,0.389031064
PV-ATLANTICO,345,0.60822861
PV-ATLANTICO,346,0.745566456
PV-ATLANTICO,347,0.820192025
PV-ATLANTICO,348,0.840913598
PV-ATLANTICO,349,0.830439343
PV-ATLANTICO,350,0.78073867
PV-ATLANTICO,351,0.68931946
PV-ATLANTICO,352,0.535807518
PV-ATLANTICO,353,0.311500068
PV-ATLANTICO,354,0.048229595
PV-ATLANTICO,355,0
PV-ATLANTICO,356,0
PV-ATLANTICO,357,0
PV-ATLANTICO,358,0
PV-ATLANTICO,359,0
PV-ATLANTICO,360,0
PV-ATLANTICO,361,0
PV-ATLANTICO,362,0
PV-ATLANTICO,363,0
PV-ATLANTICO,364,0
PV-ATLANTICO,365,0
PV-ATLANTICO,366,0
PV-ATLANTICO,367,0.080833942
PV-ATLANTICO,368,0.367014814
PV-ATLANTICO,369,0.592704452
PV-ATLANTICO,370,0.734693027
PV-ATLANTICO,371,0.802360365
PV-ATLANTICO,372,0.823119331
PV-ATLANTICO,373,0.812187424
PV-ATLANTICO,374,0.757756316
PV-ATLANTICO,375,0.655223992
PV-ATLANTICO,376,0.493112563
PV-ATLANTICO,377,0.269114122
PV-ATLANTICO,378,0.04096641
PV-ATLANTICO,379,0
PV-ATLANTICO,380,0
PV-ATLANTICO,381,0
PV-ATLANTICO,382,0
PV-ATLANTICO,383,0
PV-ATLANTICO,384,0
PV-ATLANTICO,385,0
PV-ATLANTICO,386,0
PV-ATLANTICO,387,0
PV-ATLANTICO,388,0
PV-ATLANTICO,389,0
PV-ATLANTICO,390,0
PV-ATLANTICO,391,0.093534263
PV-ATLANTICO,392,0.395539275
PV-ATLANTICO,393,0.639580407
PV-ATLANTICO,394,0.781697396
PV-ATLANTICO,395,0.843126747
PV-ATLANTICO,396,0.867879757
PV-ATLANTICO,397,0.854001914
PV-ATLANTICO,398,0.811008419
PV-ATLANTICO,399,0.720842281
PV-ATLANTICO,400,0.563387899
PV-ATLANTICO,401,0.32900023
PV-ATLANTICO,402,0.054700512
PV-ATLANTICO,403,0
PV-ATLANTICO,404,0
PV-ATLANTICO,405,0
PV-ATLANTICO,406,0
PV-ATLANTICO,407,0
PV-ATLANTICO,408,0
PV-ATLANTICO,409,0
PV-ATLANTICO,410,0
PV-ATLANTICO,411,0
PV-ATLANTICO,412,0
PV-ATLANTICO,413,0
PV-ATLANTICO,414,0
PV-ATLANTICO,415,0.103780532
PV-ATLANTICO,416,0.426044864
PV-ATLANTICO,417,0.671382021
PV-ATLANTICO,418,0.809614864
PV-ATLANTICO,419,0.866469136
PV-ATLANTICO,420,0.880505434
PV-ATLANTICO,421,0.865142194
PV-ATLANTICO,422,0.816872291
PV-ATLANTICO,423,0.723441003
PV-ATLANTICO,424,0.563036698
PV-ATLANTICO,425,0.332557044
PV-ATLANTICO,426,0.054555993
PV-ATLANTICO,427,0
PV-ATLANTICO,428,0
PV-ATLANTICO,429,0
PV-ATLANTICO,430,0
PV-ATLANTICO,431,0
PV-ATLANTICO,432,0
PV-ATLANTICO,433,0
PV-ATLANTICO,434,0
PV-ATLANTICO,435,0
PV-ATLANTICO,436,0
PV-ATLANTICO,437,0
PV-ATLANTICO,438,0
PV-ATLANTICO,439,0.090150407
PV-ATLANTICO,440,0.389031064
PV-ATLANTICO,441,0.60822861
PV-ATLANTICO,442,0.745566456
PV-ATLANTICO,443,0.820192025
